"Year",2010.0000000000,2015.0000000000,2020.0000000000,2025.0000000000,2030.0000000000,2035.0000000000,2040.0000000000,2045.0000000000,2050.0000000000,2055.0000000000,2060.0000000000,2065.0000000000,2070.0000000000,2075.0000000000,2080.0000000000,2085.0000000000,2090.0000000000,2095.0000000000,2100.0000000000,2105.0000000000,2110.0000000000,2115.0000000000,2120.0000000000,2125.0000000000,2130.0000000000,2135.0000000000,2140.0000000000,2145.0000000000,2150.0000000000,2155.0000000000,2160.0000000000,2165.0000000000,2170.0000000000,2175.0000000000,2180.0000000000,2185.0000000000,2190.0000000000,2195.0000000000,2200.0000000000,2205.0000000000,2210.0000000000,2215.0000000000,2220.0000000000,2225.0000000000,2230.0000000000,2235.0000000000,2240.0000000000,2245.0000000000,2250.0000000000,2255.0000000000,2260.0000000000,2265.0000000000,2270.0000000000,2275.0000000000,2280.0000000000,2285.0000000000,2290.0000000000,2295.0000000000,2300.0000000000,2305.0000000000
"Period",1.0000000000,2.0000000000,3.0000000000,4.0000000000,5.0000000000,6.0000000000,7.0000000000,8.0000000000,9.0000000000,10.0000000000,11.0000000000,12.0000000000,13.0000000000,14.0000000000,15.0000000000,16.0000000000,17.0000000000,18.0000000000,19.0000000000,20.0000000000,21.0000000000,22.0000000000,23.0000000000,24.0000000000,25.0000000000,26.0000000000,27.0000000000,28.0000000000,29.0000000000,30.0000000000,31.0000000000,32.0000000000,33.0000000000,34.0000000000,35.0000000000,36.0000000000,37.0000000000,38.0000000000,39.0000000000,40.0000000000,41.0000000000,42.0000000000,43.0000000000,44.0000000000,45.0000000000,46.0000000000,47.0000000000,48.0000000000,49.0000000000,50.0000000000,51.0000000000,52.0000000000,53.0000000000,54.0000000000,55.0000000000,56.0000000000,57.0000000000,58.0000000000,59.0000000000,60.0000000000
"Elasticity of MU of Consumption",1.4500000000
"* PRODUCTIVITY"
"Total Factor Productivity",3.8000000000,4.1259500543,4.4685308531,4.8277095371,5.2033977904,5.5954527831,6.0036784860,6.4278273286,6.8676021685,7.3226585392,7.7926071428,8.2770165520,8.7754160889,9.2872988433,9.8121248007,10.3493240464,10.8983000151,11.4584327581,12.0290822018,12.6095913712,13.1992895587,13.7974954153,14.4035199491,15.0166694135,15.6362480732,16.2615608355,16.8919157401,17.5266262975,18.1650136730,18.8064087124,19.4501538060,20.0956045925,20.7421315033,21.3891211469,22.0359775407,22.6821231902,23.3270000229,23.9700701809,24.6108166798,25.2487439383,25.8833781868,26.5142677614,27.1409832908,27.7631177825,28.3802866164,28.9921274535,29.5983000643,30.1984860876,30.7923887231,31.3797323660,31.9602621905,32.5337436862,33.0999621553,33.6587221748,34.2098470294,34.7531781198,35.2885743507,35.8159115034,36.3350815967,36.8459922389
"Initial Total Factor Productivity",3.8000000000
"Rate of Growth of Productivity",0.0790000000,0.0766651972,0.0743993982,0.0722005636,0.0700667145,0.0679959301,0.0659863467,0.0640361554,0.0621436010,0.0603069801,0.0585246394,0.0567949749,0.0551164298,0.0534874931,0.0519066988,0.0503726240,0.0488838880,0.0474391507,0.0460371119,0.0446765097,0.0433561193,0.0420747523,0.0408312554,0.0396245095,0.0384534282,0.0373169577,0.0362140749,0.0351437872,0.0341051314,0.0330971724,0.0321190031,0.0311697431,0.0302485380,0.0293545586,0.0284870003,0.0276450822,0.0268280465,0.0260351579,0.0252657027,0.0245189884,0.0237943427,0.0230911136,0.0224086681,0.0217463919,0.0211036889,0.0204799806,0.0198747057,0.0192873194,0.0187172929,0.0181641133,0.0176272827,0.0171063177,0.0166007496,0.0161101233,0.0156339972,0.0151719428,0.0147235441,0.0142883976,0.0138661116,0.0134563061
"* DAMAGE FUNCTION"
"Damage Coefficient on Temperature",0.0000000000
"Damage Coefficient on Temperature ^2",0.0026700000
"Exponent on Damages",2.0000000000
"Threshold for Catastrophic Damages","THRESH"
"Exponent for Catastrophic Damages","ASL3"
"Damage Rate at Threshold for Catastrophic Damages","DamCat"
"* ABATEMENT COST"
"Abatement cost function coefficient",0.0674643417,0.0625697153,0.0580446808,0.0538602657,0.0499898500,0.0464089688,0.0430951318,0.0400276587,0.0371875285,0.0345572418,0.0321206950,0.0298630651,0.0277707046,0.0258310447,0.0240325075,0.0223644250,0.0208169652,0.0193810640,0.0180483639,0.0168111563,0.0156623295,0.0145953213,0.0136040746,0.0126829973,0.0118269255,0.0110310893,0.0102910820,0.0096028312,0.0089625727,0.0083668263,0.0078123737,0.0072962380,0.0068156649,0.0063681057,0.0059512010,0.0055627667,0.0052007800,0.0048633673,0.0045487928,0.0042554480,0.0039818419,0.0037265924,0.0034884177,0.0032661290,0.0030586234,0.0028648776,0.0026839417,0.0025149341,0.0023570360,0.0022094871,0.0020715812,0.0019426620,0.0018221197,0.0017093875,0.0016039384,0.0015052823,0.0014129635,0.0013265580,0.0012456711,0.0011699358
" Price of Backstop Technology (1000 USD per ton C)",344.0000000000
" Backstop Price (1000 USD per ton CO2)",344.0000000000,335.4000000000,327.0150000000,318.8396250000,310.8686343750,303.0969185156,295.5194955527,288.1315081639,280.9282204598,273.9050149483,267.0573895746,260.3809548352,253.8714309644,247.5246451903,241.3365290605,235.3031158340,229.4205379381,223.6850244897,218.0928988774,212.6405764055,207.3245619954,202.1414479455,197.0879117468,192.1607139532,187.3566961043,182.6727787017,178.1059592342,173.6533102533,169.3119774970,165.0791780596,160.9521986081,156.9283936429,153.0051838018,149.1800542068,145.4505528516,141.8142890303,138.2689318046,134.8122085094,131.4419032967,128.1558557143,124.9519593214,121.8281603384,118.7824563299,115.8128949217,112.9175725486,110.0946332349,107.3422674041,104.6587107190,102.0422429510,99.4911868772,97.0039072053,94.5788095251,92.2143392870,89.9089808048,87.6612562847,85.4697248776,83.3329817557,81.2496572118,79.2184157815,77.2379553869
"Ratio of Asymptotic to Initial Backstop Price","Not Supported ?"
"Decline Rate of Backstop Price (per period)","Not Supported ?"
"Upper limit of Control Rate",1.2000000000
"Backstop Competitive Year (Henceforth pBack declines rapidly)","Not Supported ?"
"Exponent of control cost function",2.8000000000
"* EMISSIONS"
"Sigma (Industrial MTCO2 per 1000 USD [2000]",0.5491283629,0.5223470566,0.4969958753,0.4729924767,0.4502595776,0.4287246247,0.4083194879,0.3889801750,0.3706465648,0.3532621594,0.3367738526,0.3211317140,0.3062887878,0.2922009045,0.2788265058,0.2661264807,0.2540640126,0.2426044365,0.2317151053,0.2213652652,0.2115259393,0.2021698181,0.1932711580,0.1848056856,0.1767505086,0.1690840321,0.1617858808,0.1548368251,0.1482187134,0.1419144071,0.1359077209,0.1301833659,0.1247268972,0.1195246643,0.1145637642,0.1098319980,0.1053178301,0.1010103495,0.0968992340,0.0929747163,0.0892275518,0.0856489896,0.0822307434,0.0789649659,0.0758442239,0.0728614744,0.0700100435,0.0672836054,0.0646761628,0.0621820291,0.0597958109,0.0575123920,0.0553269182,0.0532347826,0.0512316129,0.0493132576,0.0474757750,0.0457154213,0.0440286402,0.0424120528
"Initial Sigma",0.5491283629
"Growth Rate of Sigma",-0.0100000000,-0.0099500999,-0.0099004488,-0.0098510455,-0.0098018886,-0.0097529771,-0.0097043097,-0.0096558851,-0.0096077021,-0.0095597596,-0.0095120563,-0.0094645910,-0.0094173626,-0.0093703699,-0.0093236116,-0.0092770867,-0.0092307940,-0.0091847322,-0.0091389003,-0.0090932971,-0.0090479215,-0.0090027723,-0.0089578483,-0.0089131486,-0.0088686719,-0.0088244171,-0.0087803832,-0.0087365690,-0.0086929734,-0.0086495954,-0.0086064338,-0.0085634876,-0.0085207557,-0.0084782371,-0.0084359306,-0.0083938352,-0.0083519499,-0.0083102736,-0.0082688052,-0.0082275438,-0.0081864883,-0.0081456376,-0.0081049908,-0.0080645468,-0.0080243047,-0.0079842633,-0.0079444218,-0.0079047790,-0.0078653341,-0.0078260860,-0.0077870337,-0.0077481764,-0.0077095129,-0.0076710423,-0.0076327638,-0.0075946762,-0.0075567787,-0.0075190703,-0.0074815500,-0.0074442170
"Carbon Emissions from Land Use Change",3.3000000000,2.6400000000,2.1120000000,1.6896000000,1.3516800000,1.0813440000,0.8650752000,0.6920601600,0.5536481280,0.4429185024,0.3543348019,0.2834678415,0.2267742732,0.1814194186,0.1451355349,0.1161084279,0.0928867423,0.0743093939,0.0594475151,0.0475580121,0.0380464097,0.0304371277,0.0243497022,0.0194797617,0.0155838094,0.0124670475,0.0099736380,0.0079789104,0.0063831283,0.0051065027,0.0040852021,0.0032681617,0.0026145294,0.0020916235,0.0016732988,0.0013386390,0.0010709112,0.0008567290,0.0006853832,0.0005483065,0.0004386452,0.0003509162,0.0002807330,0.0002245864,0.0001796691,0.0001437353,0.0001149882,0.0000919906,0.0000735925,0.0000588740,0.0000470992,0.0000376793,0.0000301435,0.0000241148,0.0000192918,0.0000154335,0.0000123468,0.0000098774,0.0000079019,0.0000063215
"Initial Carbon Emissions from Land",3.3000000000
"* PARTICIPATION"
"Proportion of World in Participation",0.2000000000,0.3904230820,0.3790517940,0.4347312690,0.4227221600,0.4104167770,0.7077765480,0.6921482370,0.8403069050,0.8340643560,0.9396588520,0.9367310850,0.9338812670,0.9309442010,0.9280880490,0.9251538120,0.9223010070,0.9193784970,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000
"* SCALING"
"Multiplicative Scaling Coefficient in Utility Function",0.0164086620
"Additive Scaling Coefficient in Utility Function",-3855.1068950000
"Hotelling","Not Supported ?"
"* POPULATION"
"Population (millions)",6838.0000000000,7242.4909902817,7612.0624490151,7947.3144083379,8249.5494073664,8520.5561633235,8762.4308785046,8977.4350979826,9167.8866567272,9336.0791290480,9484.2248989409,9614.4171827133,9728.6068217838,9828.5902665064,9916.0057923350,9992.3355707251,10058.9117304096,10116.9249798906,10167.4347198162,10211.3798609328,10249.5897887346,10282.7950896782,10311.6377853629,10336.6809188678,10358.4174087482,10377.2781370437,10393.6392729400,10407.8288573315,10420.1326885111,10430.7995579180,10440.0458890952,10448.0598341152,10455.0048807149,10461.0230210058,10466.2375294065,10470.7553937935,10474.6694400288,10478.0601862010,10480.9974592226,10483.5418029352,10485.7457036401,10487.6546559950,10489.3080895277,10490.7401735831,10491.9805163496,10493.0547716735,10493.9851656540,10494.7909534956,10495.4888157582,10496.0932019719,10496.6166285535,10497.0699370635,10497.4625180506,10497.8025050483,10498.0969426852,10498.3519323512,10498.5727584062,10498.7639975228,10498.9296134125,10499.0730388838
"Rate of Population Growth (per period)"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"** Global Parameters"
"* CARBON LIMITS"
"Maximum Carbon Resources (GtC)",6000.0000000000
"* CARBON CYCLE INITIAL CONDITIONS"
"Initial Concentration of CO2 (GtC).."
"...Atmospheric, Year 2007",830.4000000000
"...Atmospheric, Year 2012","Not Supported ?"
"...Biosphere and Shallow Oceans, Year 2008",1527.0000000000
"...Deep Oceans, Year 2008",10010.0000000000
"* CARBON CYCLE PARAMETERS"
"AtA b11",0.9120000000
"BtA b21",0.0383288889
"AtB b12",0.0880000000
"BtB b22",0.9591711111
"DtB b32",0.0003375000
"BtD b23",0.0025000000
"DtD b33",0.9996625000
"* TEMPERATURE DATA"
"Exogenous Forcing (Watts per Square Meter)",0.2500000000,0.2750000000,0.3000000000,0.3250000000,0.3500000000,0.3750000000,0.4000000000,0.4250000000,0.4500000000,0.4750000000,0.5000000000,0.5250000000,0.5500000000,0.5750000000,0.6000000000,0.6250000000,0.6500000000,0.6750000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000,0.7000000000
"2000 Forcings, non-CO2 GHG",0.2500000000
"2100 Forcings, non-CO2 GHG",0.7000000000
"Initial Temperature (2008-2011)",0.8000000000
"Initial Temperature of Deep Oceans (deg C above 1900 level)",0.0068000000
"* CLIMATE MODEL PARAMETERS"
"Temperature Sensitivity Coefficient (temp increase per doubling CO2)",2.9000000000
"Forcings at CO2 doubling (Watts per Meter 2)",3.8000000000
"* CLIMATE MODULE TRANSITION PARAMETERS"
"Speed of Adjustment Parameter for Atmospheric Temperature",0.0980000000
"Coefficient of Heat Loss from Atmosphere to Oceans",0.0880000000
"Coefficient of Heat Gain by Deep Oceans",0.0250000000
"** Global Environmental Variables"
"* CARBON CYCLE"
"Atmospheric concentration of carbon (GTC)",830.4000000000,866.3059191363,903.7806503277,940.8657435245,977.4462111026,1013.8367400118,1050.2700759706,1084.2435432884,1115.0372871657,1142.4477417686,1166.5035484684,1186.5991106467,1202.5399772567,1215.0473023035,1224.6839647615,1232.0230932664,1237.5220385321,1241.6195963520,1244.6693378182,1246.8026021797,1246.1383699729,1244.4915826225,1241.9948827591,1238.8141569956,1235.0568872053,1230.8372228815,1226.2431689089,1223.4514506689,1221.8985490196,1221.4080569997,1221.8249277551,1223.0129543971,1224.8525412786,1227.2387375633,1230.0795045443,1233.2941899312,1236.8121845885,1240.5717396064,1244.5189238466,1248.6067041232,1252.7941317951,1257.0456206228,1261.3303010354,1265.6214350570,1269.8958733141,1274.1335295338,1278.3168364446,1282.4301259074,1286.4588382343,1290.3883961692,1294.2024503236,1297.8799507939,1301.5772162346,1305.2375712359,1308.8232918074,1312.3096435345,1315.6808263851,1318.9271989069,1322.0433694440,1325.0268789922
"Atmospheric concentration of carbon (ppm)",389.8591549296,406.7163939607,424.3101644731,441.7210063495,458.8949347899,475.9796901464,493.0845427092,509.0345273655,523.4916841153,536.3604421449,547.6542481072,557.0887843412,564.5727592755,570.4447428655,574.9689975406,578.4145977777,580.9962622217,582.9199982873,584.3518017926,585.3533343567,585.0414882502,584.2683486491,583.0961890888,581.6028906083,579.8389141809,577.8578511181,575.7010182671,574.3903524267,573.6612906195,573.4310126759,573.6267266456,574.1844856325,575.0481414454,576.1684213912,577.5021148095,579.0113567752,580.6629974594,582.4280467636,584.2811849045,586.2003305743,588.1662590587,590.1622632032,592.1738502514,594.1884671629,596.1952456874,598.1847556497,600.1487495045,602.0798713180,603.9712855560,605.8161484363,607.6067841895,609.3333102319,611.0691156031,612.7875921295,614.4710290175,616.1078138660,617.6905288193,619.2146473741,620.6776382366,622.0783469447
"Concentration in biosphere and upper oceans (GTC)",1527.0000000000,1541.1078616667,1557.7995841056,1577.1077384667,1598.8912246278,1623.0045867201,1649.3360022106,1677.7986977393,1708.0892092097,1739.8531171957,1772.7325605635,1806.3868109267,1840.4357598904,1874.4977074152,1908.2699997264,1941.5118734175,1974.0428302503,2005.7299879348,2036.4845030379,2066.2522730402,2094.9929614258,2122.5023480200,2148.7442647014,2173.6956915572,2197.3491454967,2219.7069062643,2240.7812045779,2260.5915151189,2279.3480681836,2297.2029198416,2314.2863931754,2330.7098454310,2346.5681004003,2361.9415853462,2376.8982076208,2391.4950021749,2405.7795775279,2419.7913844848,2433.5628289463,2447.1202475420,2460.4847624791,2473.6730299037,2486.6978941544,2499.5689584750,2512.2930809363,2524.8748023233,2537.3167103062,2549.6197408601,2561.7834128276,2573.8059833230,2585.6844977015,2597.4146830845,2608.9905885337,2620.4202619945,2631.7064352539,2642.8484087254,2653.8433346334,2664.6870909458,2675.3748753540,2685.9016070257
"Concentration in deep oceans (GTC)",10010.0000000000,10010.4391250000,10010.9133714495,10011.4291871469,10011.9930991424,10012.6112795330,10013.2895346929,10014.0333894805,10014.8481499559,10015.7383617283,10016.7076828242,10017.7588753827,10018.8938487896,10020.1135615153,10021.4180174569,10022.8064638753,10024.2775463773,10025.8294597810,10027.4600673082,10029.1670107930,10030.9477976095,10032.7998351314,10034.7200210571,10036.7051637117,10038.7520149478,10040.8573090065,10043.0177869304,10045.2302214388,10047.4914350268,10049.7987768380,10052.1499770504,10054.5430924161,10056.9764587360,10059.4486494321,10061.9584394763,10064.5047740220,10067.0867411662,10069.7035483349,10072.3545018486,10075.0389892766,10077.7564642365,10080.5064333361,10083.2884449896,10086.1020798748,10088.9469428190,10091.8226559281,10094.7288527876,10097.6651735755,10100.6312609316,10103.6267564131,10106.6512973411,10109.7045137725,10112.7860252068,10115.8954363947,10119.0323723399,10122.1964650023,10125.3873447172,10128.6046348249,10131.8479484881,10135.1168869938
"* CUMULATIVE EMISSIONS"
" Cumulative Emissions to date",90.0000000000,135.9520874723,186.9921328876,241.0206724113,297.6441191608,356.9226553646,418.8908338234,480.8909889370,541.8461147437,601.1555770920,658.4560586450,712.7737920565,763.5119636864,810.9916551033,855.4576307095,897.2291312404,936.5717573740,973.7816995086,1009.1152141864,1042.6421125000,1072.4344918672,1100.0972377305,1125.7211277523,1149.4437613217,1171.3602285650,1191.5823645538,1210.2060832078,1229.4235071285,1248.8774898209,1268.5404854214,1288.3850650439,1308.3840875641,1328.5108383402,1348.7391443512,1369.0434709185,1389.3990032191,1409.7817146249,1430.1684231694,1450.5368369054,1470.8655884224,1491.1342581646,1511.3233852550,1531.4144629627,1551.3899133028,1571.2330306556,1590.9278763236,1610.4590920385,1629.8115760125,1648.9699221985,1667.9174457387,1686.6344749023,1705.0953129492,1723.4499438832,1741.6493424209,1759.6581393071,1777.4505308565,1795.0074982804,1812.3149003829,1829.3621555196,1846.1413244680
"Ratio To Max",0.0150000000,0.0226586812,0.0311653555,0.0401701121,0.0496073532,0.0594871092,0.0698151390,0.0801484982,0.0903076858,0.1001925962,0.1097426764,0.1187956320,0.1272519939,0.1351652759,0.1425762718,0.1495381885,0.1560952929,0.1622969499,0.1681858690,0.1737736854,0.1787390820,0.1833495396,0.1876201880,0.1915739602,0.1952267048,0.1985970608,0.2017010139,0.2049039179,0.2081462483,0.2114234142,0.2147308442,0.2180640146,0.2214184731,0.2247898574,0.2281739118,0.2315665005,0.2349636191,0.2383614039,0.2417561395,0.2451442647,0.2485223764,0.2518872309,0.2552357438,0.2585649856,0.2618721718,0.2651546461,0.2684098487,0.2716352627,0.2748283204,0.2779862410,0.2811057458,0.2841825522,0.2872416573,0.2902748904,0.2932763566,0.2962417551,0.2991679164,0.3020524834,0.3048936926,0.3076902207
"Max Ratio","Not Supported ?"
"Coefficient of Hotelling rent on ratio","Not Supported ?"
"Exponent on Hotelling","Not Supported ?"
"Hotelling Rent on Carbon Fuels (2005 USD / tCO2)","Not Supported ?"
"* CLIMATE MODULE"
"Atmospheric Temperature (deg C above preindustrial)",0.8000000000,0.9255725090,1.0593100382,1.1989695175,1.3426507617,1.4889736474,1.6369303482,1.7844574033,1.9295806301,2.0706547022,2.2064050723,2.3355639815,2.4570472462,2.5703139644,2.6751909546,2.7718071609,2.8604885799,2.9417151827,3.0160579335,3.0816177123,3.1383956947,3.1871730724,3.2286777387,3.2636058387,3.2926010540,3.3162650364,3.3351522717,3.3506950878,3.3638863363,3.3755067596,3.3861621960,3.3963150944,3.4063110953,3.4164013511,3.4267611870,3.4375056316,3.4487022818,3.4603819059,3.4725471361,3.4851795537,3.4982454240,3.5117003046,3.5254927115,3.5395670016,3.5538655984,3.5683306622,3.5829052771,3.5975341948,3.6121641286,3.6267435276,3.6412216489,3.6555465501,3.6697385357,3.6837918350,3.6976862179,3.7113944544,3.7248870125,3.7381349262,3.7511114573,3.7637929739
"Total Increase in Forcing (Watts per Meter2, preindustrial)",2.1423630968,2.3994295946,2.6565947555,2.9020563275,3.1361644003,3.3615617060,3.5801147518,3.7796430086,3.9581748007,4.1163124346,4.2555500160,4.3741892765,4.4723478233,4.5540727940,4.6223814838,4.6801367054,4.7295513990,4.7726736557,4.8111229586,4.8205110415,4.8175896076,4.8103399664,4.7993304431,4.7852725169,4.7686198502,4.7498572927,4.7293567497,4.7168614133,4.7098984980,4.7076973861,4.7095681746,4.7148961753,4.7231360568,4.7338058942,4.7464813193,4.7607898999,4.7764058331,4.7930450006,4.8104604088,4.8284380166,4.8467929395,4.8653660052,4.8840206260,4.9026399402,4.9211241552,4.9393879966,4.9573581152,4.9749702139,4.9921655003,5.0088857782,5.0250659638,5.0406217640,5.0562168003,5.0716125715,5.0866526170,5.1012364116,5.1153016434,5.1288121207,5.1417494904,5.1541075499
"Lower Ocean Temperature (deg C above preindustrial)",0.0068000000,0.0266300000,0.0491035627,0.0743587246,0.1024739944,0.1334784136,0.1673657945,0.2041049083,0.2436137207,0.2857628934,0.3303851886,0.3772856857,0.4262426431,0.4770127582,0.5293452884,0.5829914300,0.6377118233,0.6932812422,0.7494920907,0.8061562368,0.8630427737,0.9199265967,0.9766077586,1.0329095081,1.0886769164,1.1437750198,1.1980872702,1.2515138953,1.3039934251,1.3554907478,1.4059911481,1.4554954243,1.5040159161,1.5515732956,1.5981939970,1.6439081767,1.6887481131,1.7327469673,1.7759378408,1.8183530731,1.8600237352,1.9009792774,1.9412473031,1.9808534383,2.0198212774,2.0581723854,2.0959263423,2.1331008157,2.1697116501,2.2057729621,2.2412972262,2.2762953368,2.3107766171,2.3447506651,2.3782266944,2.4112131824,2.4437177142,2.4757469467,2.5073066462,2.5384017665
"** Economic Endogenous Variables"
"* OUTPUT"
"Gross Output (trillion USD)",63.5819868191,75.8830480816,89.6520938358,104.8908337925,121.6107177097,139.8005014704,159.4560365624,180.7920798301,203.5707524915,227.9551214162,253.8098378594,281.2821817608,310.2200455873,340.6437328846,372.5644166140,405.9912384218,440.9231048883,477.3532425031,515.2618080794,554.9826394580,596.0294795703,638.4842508088,682.3302548064,727.5423202300,774.0816254366,821.8970698542,870.9174838574,921.2059274768,972.6780134834,1025.2691091717,1078.9146650106,1133.5498642679,1189.1095101278,1245.5280523804,1302.7396911631,1360.6785152652,1419.2786433235,1478.4743366746,1538.2000446362,1598.3903208517,1658.9795057093,1719.9009878046,1781.0857091741,1842.4593068631,1903.9367939080,1965.4127888783,2026.7436685178,2087.7150294332,2147.9821399052,2206.9601106830,2263.6178437296,2339.9505612252,2411.8095582778,2480.3425918405,2546.3538537511,2610.4072507930,2672.8973310321,2734.0987167804,2794.2009156589,2853.3330101913
